x,y,class
-1.0513761627051899,-0.3695207661651668,1.0
-0.9142687654183236,1.8740455124930568,2.0
0.8422661238518787,-1.7213652119927536,2.0
-0.06868090734783826,-0.9198337526463436,1.0
-0.3647000347306636,-0.9522143952451205,1.0
-0.6899583684153971,-0.6000512219901275,1.0
0.6691582207226464,-0.34537697243451343,1.0
0.03634717093644565,1.0255485784153715,1.0
0.5682338276005189,1.9047809401875873,2.0
-1.7841475707819117,0.47350480142988427,2.0
0.2859349872661699,-0.9915076201169593,1.0
1.179815247366041,-1.5530399210209083,2.0
-0.8258208929178743,1.8182389178298088,2.0
-0.49909455415620596,0.7800696997261758,1.0
-0.6377151174450976,0.7412935056668234,1.0
1.3928612762442074,1.4548221025441084,2.0
-0.07679785346550806,-0.9244396470619745,1.0
-0.6098516049274932,0.8554483180942871,1.0
0.9912914160006858,0.2672261696768896,1.0
-1.629919817192139,-0.9210925745581977,2.0
1.369465459825285,1.6814936874628401,2.0
-1.9135579425226246,-1.0030798303580364,2.0
1.005982747279369,-0.29286883928649626,1.0
0.5121676333106951,-0.983897211831136,1.0
1.015865503103085,-0.003980721686584811,1.0
0.7359458283330614,0.7310053619185716,1.0
0.8540539249418775,-0.42090300698628735,1.0
-1.307352228545391,1.6071529957384412,2.0
-0.04571519665114801,-0.9591908178985823,1.0
0.005602184962509697,-0.9962197035053769,1.0
1.0899435541279534,0.11250872307585957,1.0
-1.255475238850845,-1.4887413265330955,2.0
-1.0240297799233842,-0.6294414932282041,1.0
0.7349111817295497,-0.5376463405500747,1.0
1.6861493951149413,1.2238254153033783,2.0
-0.9017126128803967,1.5997664248587635,2.0
-0.9811521537251977,0.44486581183133633,1.0
0.32273321324461995,1.0217965811185363,1.0
-0.8661539701422099,0.35438620023802325,1.0
-0.4339102890348,-2.140488031574477,2.0
0.9105085384011149,1.9452537574471265,2.0
-0.8171775336751026,-0.05046260049938894,1.0
-1.8129267575385557,0.6082724449546573,2.0
-0.043101292193858304,0.9232282096272891,1.0
0.6837585373588271,-1.6350070689601783,2.0
1.0345491435602985,0.1456026613928096,1.0
0.15021993753518748,-2.0342176098109195,2.0
-1.466754799165443,1.1941284140610668,2.0
-1.3129880198672794,1.4823393012958819,2.0
-1.2623069811018812,-1.3152617738249421,2.0
0.2724862600864053,-0.7835991895442342,1.0
0.8715037488093712,-0.3984607147559978,1.0
0.5258238691946941,-1.8255008203397658,2.0
0.5027640400163585,0.695436694664569,1.0
-0.23376371399998525,0.8748862824271376,1.0
-1.9310036204293028,0.2659526684494349,2.0
0.7444957528664882,-0.6330702758764422,1.0
-2.0175923271073883,0.1813124778917372,2.0
0.9796405740987378,-0.30260905627114776,1.0
-0.8748987578821967,-0.6524292225553401,1.0
1.1045677394875864,0.3450380020203363,1.0
1.63018507819004,0.8569901585225431,2.0
0.6885399068087622,-0.7575318601377106,1.0
-1.023486316026784,1.536351952634053,2.0
-0.8515296134755435,-0.37121411544386906,1.0
-0.8758808197419664,0.4792660278752653,1.0
2.038204872057222,-0.25800403953421225,2.0
1.5236232564819778,-1.4025376601760335,2.0
-1.1326555839409669,-0.34557731771142,1.0
-1.8760192921028052,0.057619415876364516,2.0
-0.19632732073084286,0.9737236762998973,1.0
-0.7583719981951642,0.8324396509508938,1.0
0.7362375587006691,0.5873552893387166,1.0
-0.5943682528523676,1.0526681345748226,1.0
0.043376607400869044,-1.9228085442833158,2.0
0.7214678512426348,-1.9286322415905608,2.0
-1.986746348543776,0.672369293182321,2.0
0.814090010806326,-0.6743346142329648,1.0
0.21954506012651975,0.7986482896462694,1.0
-0.958068606071887,0.2516167128511515,1.0
0.9172315553851014,0.2878931805172541,1.0
-1.9192885082883462,-0.36441548487787473,2.0
-0.41864851976324824,-0.9858879039528683,1.0
0.14918284003106422,0.9563592712223912,1.0
-1.4850540711991154,1.3430097172877054,2.0
1.8600594357515408,0.8921851744716113,2.0
-1.1489890176984,1.5914174795216027,2.0
0.23175032133852835,-1.1385091570302341,1.0
-1.727689311374561,-0.7886491870158601,2.0
-1.0477501334059487,-1.8511988828926071,2.0
1.2966696854293287,-1.6129677517076983,2.0
0.9082452127400917,-0.6643220732893369,1.0
-1.4337799417678712,0.6797177029261486,2.0
1.2844413262521324,1.5424459655598535,2.0
-0.38290795190205035,1.2114509756561063,1.0
0.0722693840823465,0.9291160215315993,1.0
-0.8612707819735738,-0.029101112200811047,1.0
1.6877649264531407,-1.0258903693319565,2.0
-0.23712872123532075,1.1279053454014343,1.0
-0.8171021826495031,0.6595529109370517,1.0
0.6525891149001515,0.9019040243448817,1.0
0.17829093079490657,-1.1071987979142088,1.0
0.6314445609740895,-0.5204559345956268,1.0
-0.5282107662639984,1.08839028829816,1.0
1.7423820291625094,-0.6283881836517821,2.0
-2.0038066838238042,0.5308539551989131,2.0
0.6967215439779133,0.3716331088963074,1.0
-0.560924304262798,1.8768913834386227,2.0
0.6540926150230908,0.39815889186163944,1.0
-1.1667873806029707,-0.4205452194787574,1.0
0.35647735181119933,-0.7216863643780163,1.0
-1.3049100379111533,-1.5759814507658403,2.0
-0.2092689504382102,-2.131901965198987,2.0
0.9996516919661805,-0.20021481861762647,1.0
-0.09836623320951404,-1.079556143207271,1.0
-0.8250409268588121,-1.9069053328482446,2.0
0.15260304111505088,-0.9800984712207343,1.0
-0.41104660221036043,-0.7302073925631588,1.0
0.8361524796584349,0.7529101074647786,1.0
0.7651675533998147,-1.8745503402576371,2.0
0.9866858984758067,-0.744749218325226,1.0
0.4129985929789945,-1.884163182566374,2.0
1.9021423418237946,-0.1729953086721699,2.0
-0.1934377129997215,1.1427752607176245,1.0
-1.0573484171189749,-0.5713429297293742,1.0
-1.165814337481101,1.6661464784017523,2.0
-2.167608899677696,0.26776606886128357,2.0
1.6464216070292919,-1.4731138985381378,2.0
0.3395063786124404,2.17008209990456,2.0
-1.4286754465113978,1.4870990477553567,2.0
-1.0475520518091044,1.7023858749503114,2.0
0.49460365061141376,-2.0544368308575867,2.0
0.8247576116223299,-1.7035917983046576,2.0
-2.053463573997258,-0.5501861587929965,2.0
0.5950546298583965,0.7675727145497517,1.0
0.07156753391525744,-1.1649123261327392,1.0
0.17361561480887788,-0.9377585836920703,1.0
-1.0892549345305254,0.27223288462444806,1.0
-1.3906435383036853,-1.0145535506094983,2.0
-2.0504388494740917,-0.3774759171329101,2.0
0.8735794062234414,1.5999680645474228,2.0
-1.9090220639560778,0.8648041850113338,2.0
2.1339149960713044,-0.2841561039056876,2.0
-0.5212683942983747,-0.8365307623519115,1.0
-1.6724466163734941,-0.8664550748561725,2.0
-0.4731946507854864,2.037840752985841,2.0
1.9958817007932597,0.22504893987249913,2.0
1.106773035221357,1.469477418452994,2.0
0.20064239266154466,1.0640352020156543,1.0
-0.27566209848866874,-1.0031858321702467,1.0
-0.1127286612571024,1.9686550308997546,2.0
-0.7388341652399822,-0.7619938924383085,1.0
-1.3358168666181667,1.5085272619395271,2.0
1.508062761640335,-1.1115480614463564,2.0
-1.1620458286302413,1.405398499372501,2.0
0.6550704417470766,0.7375417384238458,1.0
-1.6103670412629278,0.8855117462515605,2.0
-1.540219508984058,-1.071713522521367,2.0
-0.6700793229433174,-1.150010574037273,1.0
1.65162556225624,1.1442029388251955,2.0
1.5498548845591904,1.2838501712955073,2.0
-2.006750230161552,-0.7728029738657536,2.0
0.5691263307731345,0.8658038799000394,1.0
-1.4233016740466744,-1.2983854993112443,2.0
-1.2957302086755165,-0.2059781878006117,1.0
-0.38045897624457303,-1.7413852458621852,2.0
-1.289119984956855,1.619155271214807,2.0
-0.5688117674026587,-0.6590729880191633,1.0
1.9591364624440906,0.6509562579196078,2.0
-0.7434926923513203,0.6254045868255405,1.0
1.0625689695694889,1.965244610555428,2.0
0.20930756773800788,-1.1906270272725004,1.0
2.2902745270209723,0.04950348126987355,2.0
1.5144778184116865,-1.4304479562753023,2.0
2.12018210222508,0.016989250471343482,2.0
-0.8346781704809246,-0.47977881030132563,1.0
1.0377577683742927,-1.580161501787551,2.0
0.5366033416896765,0.8426013213311707,1.0
-0.14063817306783546,1.0292077225963032,1.0
1.229832039664809,-1.5545419425334959,2.0
0.7723374968931424,-0.5122198222446467,1.0
-1.4799913196654966,1.5619091265917187,2.0
0.9925422971526986,0.2877862953178863,1.0
0.7836832052971593,1.0274626237233033,1.0
-0.04535267996624611,0.7826414923984426,1.0
2.029718024009728,-0.1404281466597182,2.0
0.7769815533415729,1.6953683935798627,2.0
-0.33628884493827566,1.8267874412182132,2.0
0.7135993204382173,-1.6352300214821047,2.0
-1.88170336069781,-0.5731530765599853,2.0
-0.9575765201710708,0.6554805757753055,1.0
1.580917526685991,-1.2491924134853285,2.0
-2.0014416191680953,-0.24739408218111805,2.0
1.5901761773873877,-1.2640867127916737,2.0
-0.529614071877216,0.7421720043054706,1.0
-1.690835977366488,0.9181932237429651,2.0
-1.9746026431723533,-1.0075542317433157,2.0
-0.9181512927712159,-0.012719509364132743,1.0
-0.3616587055824274,-1.7949466989588236,2.0
1.9281034765286078,-0.7311581855424912,2.0
1.6908787618549075,0.6875220307935399,2.0
0.18870242091144854,-1.087001446866014,1.0
0.6891691858641251,-1.9762681916810467,2.0
0.059916333088566864,0.9341272164806902,1.0
-0.42503171771059295,1.085230455580451,1.0
0.7365365447798881,0.27727279459141563,1.0
-1.7273286883661985,1.0099085435655932,2.0
-1.7865983005259007,0.9256690857186032,2.0
-0.15067329803670637,-1.1730928678502817,1.0
-0.8568081555512634,-0.06383959691415889,1.0
-0.20131100347047176,-1.7803456761097787,2.0
1.716282799676155,0.7571808719936303,2.0
-1.7344359699328686,1.0974838874894188,2.0
0.32538872822429654,0.988321281399651,1.0
0.8664277589893126,0.06301872212654,1.0
1.5731817474299066,-1.4417964279764552,2.0
0.9553949277720029,-0.15320105482551902,1.0
-0.3672789841633733,-2.025058450141208,2.0
0.9844645625513383,-0.21621515499412186,1.0
-2.0254272081535802,-0.19144410980831783,2.0
-1.5319985385065795,-0.9893756740584676,2.0
-0.9571807452751755,-0.5731507032366728,1.0
0.6624464040212802,1.8130920957429164,2.0
0.3004959064511215,-1.1059757750971326,1.0
0.2065197823957376,-1.0333860529879897,1.0
-0.44315210347752404,1.0385459405578774,1.0
-0.0704716926276242,2.0631719947527727,2.0
-1.971228940260541,0.6793021631678504,2.0
